age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,stress_category,sleep_duration_category,sleep_quality_category,phone_usage_before_sleep_category,daily_screen_time_category,sleep_deficit_hours,poor_quality_and_short_sleep,high_phone_usage_low_sleep,high_screen_high_fatigue,notification_intensity_per_hour,priority_segment
40,Male,Researcher,5.44,80,5.2,8.06,6.24,4,13,187,6.22,medium,short,good,high,moderate,1.7999999999999998,0,1,0,7.791666666666667,general_users
43,Male,Freelancer,9.32,27,8.31,4.64,10.0,0,89,280,9.75,high,long,poor,low,high,0.0,0,0,1,11.666666666666666,high_screen_low_sleep_quality
21,Female,Freelancer,2.52,63,7.34,7.53,5.71,0,58,83,5.86,medium,ideal,good,high,low,0.0,0,0,0,3.4583333333333335,general_users
43,Male,Manager,9.92,94,7.16,3.77,10.0,0,73,175,9.6,high,ideal,poor,high,high,0.0,0,0,1,7.291666666666667,high_screen_low_sleep_quality
57,Female,Doctor,7.45,110,8.3,3.14,10.0,3,22,169,8.49,high,long,poor,high,high,0.0,0,0,1,7.041666666666667,high_screen_low_sleep_quality
26,Male,Manager,1.89,71,8.03,7.6,2.62,1,10,89,1.0,low,long,good,high,low,0.0,0,0,0,3.7083333333333335,general_users
22,Male,Manager,5.83,109,7.76,5.28,7.96,0,67,144,7.19,high,ideal,moderate,high,moderate,0.0,0,0,0,6.0,general_users
49,Female,Teacher,7.4,49,4.24,5.7,9.15,4,76,267,8.89,high,short,moderate,medium,high,2.76,0,0,1,11.125,high_screen_time
37,Male,Teacher,6.52,25,7.91,5.9,7.94,1,30,272,7.64,high,ideal,moderate,low,moderate,0.0,0,0,0,11.333333333333334,general_users
28,Female,Software Engineer,4.82,39,5.0,5.75,6.6,2,81,151,7.42,medium,short,moderate,medium,moderate,2.0,0,0,0,6.291666666666667,general_users
32,Male,Freelancer,3.23,109,4.13,7.18,4.13,4,40,98,4.88,medium,short,moderate,high,low,2.87,0,1,0,4.083333333333333,general_users
49,Female,Manager,3.14,54,6.46,8.47,5.23,0,33,171,3.25,medium,ideal,good,medium,low,0.54,0,0,0,7.125,general_users
45,Female,Software Engineer,9.34,111,8.71,2.68,10.0,1,77,141,9.12,high,long,poor,high,high,0.0,0,0,1,5.875,high_screen_low_sleep_quality
39,Female,Software Engineer,3.11,30,8.43,9.11,1.21,1,88,35,1.84,low,long,good,medium,low,0.0,0,0,0,1.4583333333333333,general_users
58,Female,Student,9.66,82,8.91,3.72,10.0,2,88,61,10.0,high,long,poor,high,high,0.0,0,0,1,2.5416666666666665,high_screen_low_sleep_quality
34,Male,Teacher,2.89,70,5.23,6.44,5.93,1,65,214,7.5,medium,short,moderate,high,low,1.7699999999999996,0,1,0,8.916666666666666,general_users
43,Male,Teacher,4.46,112,7.48,5.87,6.87,2,81,275,6.56,medium,ideal,moderate,high,moderate,0.0,0,0,0,11.458333333333334,general_users
24,Male,Doctor,1.11,4,4.28,8.14,2.72,3,81,79,1.0,low,short,good,low,low,2.7199999999999998,0,0,0,3.2916666666666665,general_users
59,Female,Teacher,9.13,12,8.02,5.85,10.0,0,105,229,8.45,high,long,moderate,low,high,0.0,0,0,1,9.541666666666666,high_screen_time
43,Other,Doctor,1.94,17,6.62,9.05,1.0,4,86,177,1.0,low,ideal,good,low,low,0.3799999999999999,0,0,0,7.375,general_users
42,Male,Manager,4.22,81,8.98,5.48,7.91,2,65,255,6.47,high,long,moderate,high,moderate,0.0,0,0,0,10.625,general_users
27,Female,Student,8.58,114,5.2,2.59,10.0,4,84,148,8.88,high,short,poor,high,high,1.7999999999999998,1,1,1,6.166666666666667,high_screen_low_sleep_quality
36,Male,Software Engineer,8.13,118,7.92,1.78,10.0,2,0,150,9.32,high,ideal,poor,high,high,0.0,0,0,1,6.25,high_screen_low_sleep_quality
28,Male,Software Engineer,8.57,49,4.85,4.5,10.0,4,119,251,8.13,high,short,poor,medium,high,2.1500000000000004,1,0,1,10.458333333333334,high_screen_low_sleep_quality
30,Female,Manager,9.23,83,5.44,3.42,10.0,2,28,153,10.0,high,short,poor,high,high,1.5599999999999996,1,1,1,6.375,high_screen_low_sleep_quality
25,Male,Doctor,9.2,115,5.48,3.2,10.0,0,56,257,10.0,high,short,poor,high,high,1.5199999999999996,1,1,1,10.708333333333334,high_screen_low_sleep_quality
57,Male,Designer,7.93,112,6.89,3.47,10.0,1,62,176,10.0,high,ideal,poor,high,high,0.11000000000000032,0,0,1,7.333333333333333,high_screen_low_sleep_quality
21,Female,Manager,6.24,86,5.83,6.48,6.64,1,95,119,7.23,medium,short,moderate,high,moderate,1.17,0,1,0,4.958333333333333,general_users
48,Female,Doctor,6.05,35,6.19,5.68,7.89,1,47,278,9.02,high,ideal,moderate,medium,moderate,0.8099999999999996,0,0,0,11.583333333333334,general_users
45,Male,Manager,1.12,112,6.61,8.84,1.7,2,118,146,3.7,low,ideal,good,high,low,0.3899999999999997,0,0,0,6.083333333333333,general_users
28,Female,Student,7.5,114,4.28,3.86,10.0,2,35,264,10.0,high,short,poor,high,high,2.7199999999999998,1,1,1,11.0,high_screen_low_sleep_quality
18,Female,Manager,3.04,103,7.33,6.05,5.49,2,76,128,6.47,medium,ideal,moderate,high,low,0.0,0,0,0,5.333333333333333,general_users
55,Male,Manager,8.46,51,7.25,4.48,10.0,3,76,224,10.0,high,ideal,poor,medium,high,0.0,0,0,1,9.333333333333334,high_screen_low_sleep_quality
41,Female,Teacher,5.98,32,8.82,6.11,8.22,3,2,54,8.9,high,long,moderate,medium,moderate,0.0,0,0,0,2.25,general_users
48,Male,Doctor,9.89,63,4.67,6.22,9.74,3,48,82,8.68,high,short,moderate,high,high,2.33,0,1,1,3.4166666666666665,high_screen_time
58,Male,Student,2.89,70,4.15,5.66,7.33,3,57,266,9.3,high,short,moderate,high,low,2.8499999999999996,0,1,0,11.083333333333334,general_users
43,Male,Researcher,7.51,103,4.67,5.74,9.75,4,93,60,9.36,high,short,moderate,high,high,2.33,0,1,1,2.5,high_screen_time
22,Female,Freelancer,5.93,68,6.11,6.34,6.41,4,101,211,4.97,medium,ideal,moderate,high,moderate,0.8899999999999997,0,0,0,8.791666666666666,general_users
37,Male,Software Engineer,9.39,95,5.07,3.52,10.0,0,88,104,10.0,high,short,poor,high,high,1.9299999999999997,1,1,1,4.333333333333333,high_screen_low_sleep_quality
58,Male,Designer,3.39,72,5.08,5.83,7.0,3,35,49,7.47,high,short,moderate,high,low,1.92,0,1,0,2.0416666666666665,general_users
28,Male,Designer,1.53,29,8.35,10.0,1.92,4,44,232,1.03,low,long,good,low,low,0.0,0,0,0,9.666666666666666,general_users
50,Male,Doctor,5.89,95,5.62,4.08,10.0,2,113,158,9.13,high,short,poor,high,moderate,1.38,1,1,0,6.583333333333333,low_sleep_quality
55,Female,Manager,5.69,102,6.08,5.78,9.15,2,116,207,7.3,high,ideal,moderate,high,moderate,0.9199999999999999,0,0,0,8.625,general_users
44,Male,Teacher,3.81,67,7.42,6.03,6.23,3,77,212,7.26,medium,ideal,moderate,high,low,0.0,0,0,0,8.833333333333334,general_users
51,Female,Manager,9.88,88,5.7,4.71,9.93,1,33,138,10.0,high,short,poor,high,high,1.2999999999999998,1,1,1,5.75,high_screen_low_sleep_quality
32,Female,Doctor,1.63,21,6.77,8.02,3.73,3,21,149,4.85,low,ideal,good,low,low,0.23000000000000043,0,0,0,6.208333333333333,general_users
49,Female,Designer,6.13,58,6.61,6.4,7.46,3,64,179,7.64,high,ideal,moderate,medium,moderate,0.3899999999999997,0,0,0,7.458333333333333,general_users
38,Female,Designer,3.34,7,5.31,7.84,5.32,1,61,141,5.51,medium,short,good,low,low,1.6900000000000004,0,0,0,5.875,general_users
22,Male,Manager,1.02,65,7.59,7.52,3.22,1,114,77,4.42,low,ideal,good,high,low,0.0,0,0,0,3.2083333333333335,general_users
23,Male,Manager,9.89,36,8.17,2.95,10.0,1,51,101,10.0,high,long,poor,medium,high,0.0,0,0,1,4.208333333333333,high_screen_low_sleep_quality
55,Female,Manager,5.33,98,7.92,6.65,6.43,0,86,228,5.88,medium,ideal,moderate,high,moderate,0.0,0,0,0,9.5,general_users
39,Male,Software Engineer,8.71,100,5.98,4.49,10.0,1,25,59,10.0,high,short,poor,high,high,1.0199999999999996,1,1,1,2.4583333333333335,high_screen_low_sleep_quality
35,Female,Teacher,8.56,55,8.66,4.11,10.0,4,84,198,9.44,high,long,poor,medium,high,0.0,0,0,1,8.25,high_screen_low_sleep_quality
31,Male,Teacher,8.31,60,8.49,4.45,10.0,0,68,246,9.92,high,long,poor,medium,high,0.0,0,0,1,10.25,high_screen_low_sleep_quality
27,Male,Freelancer,5.13,85,5.33,4.69,8.88,3,5,261,8.1,high,short,poor,high,moderate,1.67,1,1,0,10.875,low_sleep_quality
30,Male,Freelancer,9.06,64,4.62,3.51,10.0,1,107,218,8.72,high,short,poor,high,high,2.38,1,1,1,9.083333333333334,high_screen_low_sleep_quality
48,Male,Researcher,4.31,102,8.47,6.21,6.18,4,57,154,5.84,medium,long,moderate,high,moderate,0.0,0,0,0,6.416666666666667,general_users
47,Female,Designer,4.68,41,7.72,5.85,8.08,1,83,121,9.51,high,ideal,moderate,medium,moderate,0.0,0,0,0,5.041666666666667,general_users
20,Male,Designer,3.3,111,5.55,6.45,6.55,1,35,67,9.09,medium,short,moderate,high,low,1.4500000000000002,0,1,0,2.7916666666666665,general_users
47,Female,Doctor,5.03,96,5.52,6.56,7.15,0,45,204,5.09,high,short,moderate,high,moderate,1.4800000000000004,0,1,0,8.5,general_users
23,Female,Doctor,9.88,48,5.61,4.43,10.0,4,20,280,9.74,high,short,poor,medium,high,1.3899999999999997,1,0,1,11.666666666666666,high_screen_low_sleep_quality
46,Female,Freelancer,6.16,67,8.31,4.44,10.0,4,54,103,9.52,high,long,poor,high,moderate,0.0,0,0,0,4.291666666666667,low_sleep_quality
25,Male,Software Engineer,8.48,111,5.2,3.88,10.0,3,42,237,10.0,high,short,poor,high,high,1.7999999999999998,1,1,1,9.875,high_screen_low_sleep_quality
50,Female,Designer,3.37,8,7.26,9.82,3.48,3,34,139,3.39,low,ideal,good,low,low,0.0,0,0,0,5.791666666666667,general_users
34,Male,Doctor,9.6,7,8.17,6.53,10.0,4,13,240,10.0,high,long,moderate,low,high,0.0,0,0,1,10.0,high_screen_time
28,Female,Software Engineer,1.12,57,5.94,8.18,2.9,2,103,189,3.61,low,short,good,medium,low,1.0599999999999996,0,0,0,7.875,general_users
30,Male,Teacher,9.37,114,4.31,2.93,10.0,0,24,49,9.36,high,short,poor,high,high,2.6900000000000004,1,1,1,2.0416666666666665,high_screen_low_sleep_quality
28,Male,Researcher,9.08,85,7.79,4.84,10.0,0,80,211,10.0,high,ideal,poor,high,high,0.0,0,0,1,8.791666666666666,high_screen_low_sleep_quality
48,Female,Designer,1.61,112,4.1,6.9,4.56,3,110,138,4.23,medium,short,moderate,high,low,2.9000000000000004,0,1,0,5.75,general_users
45,Female,Student,6.44,105,8.15,3.53,10.0,4,38,69,10.0,high,long,poor,high,moderate,0.0,0,0,0,2.875,low_sleep_quality
23,Male,Designer,8.07,112,5.8,4.59,9.76,1,66,30,9.09,high,short,poor,high,high,1.2000000000000002,1,1,1,1.25,high_screen_low_sleep_quality
58,Male,Doctor,4.63,53,8.01,5.98,7.82,2,102,38,7.96,high,long,moderate,medium,moderate,0.0,0,0,0,1.5833333333333333,general_users
33,Female,Designer,1.83,84,6.73,7.24,3.51,2,73,282,2.35,low,ideal,moderate,high,low,0.2699999999999996,0,0,0,11.75,general_users
21,Female,Freelancer,8.46,47,5.8,5.0,10.0,3,69,292,8.82,high,short,moderate,medium,high,1.2000000000000002,0,0,1,12.166666666666666,high_screen_time
52,Male,Student,5.2,53,8.5,5.91,7.15,1,52,287,6.3,high,long,moderate,medium,moderate,0.0,0,0,0,11.958333333333334,general_users
43,Female,Freelancer,3.37,104,7.84,7.3,6.02,1,11,167,6.66,medium,ideal,moderate,high,low,0.0,0,0,0,6.958333333333333,general_users
29,Female,Designer,1.64,27,4.4,9.43,1.06,0,56,218,1.34,low,short,good,low,low,2.5999999999999996,0,0,0,9.083333333333334,general_users
28,Female,Freelancer,6.76,100,8.65,5.67,10.0,4,100,80,10.0,high,long,moderate,high,moderate,0.0,0,0,0,3.3333333333333335,general_users
54,Female,Doctor,1.38,65,6.34,9.51,1.0,1,59,76,1.3,low,ideal,good,high,low,0.6600000000000001,0,0,0,3.1666666666666665,general_users
42,Male,Teacher,8.12,109,4.74,4.05,10.0,4,91,183,10.0,high,short,poor,high,high,2.26,1,1,1,7.625,high_screen_low_sleep_quality
35,Other,Doctor,7.94,80,7.86,3.94,10.0,4,35,282,8.87,high,ideal,poor,high,high,0.0,0,0,1,11.75,high_screen_low_sleep_quality
36,Male,Software Engineer,3.91,30,6.59,6.58,5.49,3,64,257,5.76,medium,ideal,moderate,medium,low,0.41000000000000014,0,0,0,10.708333333333334,general_users
40,Male,Freelancer,5.25,108,7.36,4.52,9.22,4,62,175,10.0,high,ideal,poor,high,moderate,0.0,0,0,0,7.291666666666667,low_sleep_quality
55,Female,Doctor,7.02,12,7.47,4.82,9.18,2,37,215,9.59,high,ideal,poor,low,high,0.0,0,0,1,8.958333333333334,high_screen_low_sleep_quality
35,Male,Software Engineer,9.63,58,4.99,3.16,10.0,2,30,265,10.0,high,short,poor,medium,high,2.01,1,0,1,11.041666666666666,high_screen_low_sleep_quality
43,Female,Designer,5.68,108,8.85,5.88,8.83,1,114,28,10.0,high,long,moderate,high,moderate,0.0,0,0,0,1.1666666666666667,general_users
23,Male,Software Engineer,9.97,81,4.53,3.51,10.0,4,16,125,8.37,high,short,poor,high,high,2.4699999999999998,1,1,1,5.208333333333333,high_screen_low_sleep_quality
21,Male,Freelancer,3.93,87,7.03,7.29,3.28,1,85,55,5.22,low,ideal,moderate,high,low,0.0,0,0,0,2.2916666666666665,general_users
46,Female,Manager,5.74,30,4.73,5.23,8.74,0,33,244,9.45,high,short,moderate,medium,moderate,2.2699999999999996,0,0,0,10.166666666666666,general_users
51,Male,Designer,2.04,32,8.39,7.94,2.82,4,97,145,2.22,low,long,good,medium,low,0.0,0,0,0,6.041666666666667,general_users
34,Male,Software Engineer,6.01,117,4.87,7.9,5.6,0,46,55,6.96,medium,short,good,high,moderate,2.13,0,1,0,2.2916666666666665,general_users
33,Female,Freelancer,5.83,52,6.21,7.58,5.35,2,51,47,4.58,medium,ideal,good,medium,moderate,0.79,0,0,0,1.9583333333333333,general_users
19,Male,Freelancer,8.64,94,4.43,6.48,7.75,1,42,256,8.69,high,short,moderate,high,high,2.5700000000000003,0,1,1,10.666666666666666,high_screen_time
51,Male,Doctor,9.97,90,6.24,5.4,10.0,0,28,100,8.51,high,ideal,moderate,high,high,0.7599999999999998,0,0,1,4.166666666666667,high_screen_time
25,Female,Student,9.88,35,4.02,4.4,10.0,4,21,99,8.59,high,short,poor,medium,high,2.9800000000000004,1,0,1,4.125,high_screen_low_sleep_quality
30,Male,Designer,3.13,84,6.22,7.29,5.22,3,98,259,5.22,medium,ideal,moderate,high,low,0.7800000000000002,0,0,0,10.791666666666666,general_users
59,Female,Software Engineer,4.05,68,7.44,6.94,6.4,1,109,251,6.78,medium,ideal,moderate,high,moderate,0.0,0,0,0,10.458333333333334,general_users
25,Male,Student,3.47,74,4.91,6.47,5.51,1,37,114,4.96,medium,short,moderate,high,low,2.09,0,1,0,4.75,general_users
47,Male,Freelancer,2.8,97,6.76,8.58,3.01,1,61,257,1.7,low,ideal,good,high,low,0.2400000000000002,0,0,0,10.708333333333334,general_users
49,Male,Software Engineer,2.35,33,6.37,9.37,2.11,0,79,80,1.0,low,ideal,good,medium,low,0.6299999999999999,0,0,0,3.3333333333333335,general_users
53,Male,Researcher,5.61,60,5.67,7.44,7.09,1,94,198,4.53,high,short,moderate,medium,moderate,1.33,0,0,0,8.25,general_users
47,Male,Software Engineer,8.85,59,7.35,3.37,10.0,3,34,166,10.0,high,ideal,poor,medium,high,0.0,0,0,1,6.916666666666667,high_screen_low_sleep_quality
18,Male,Software Engineer,6.31,111,8.98,4.26,10.0,0,54,266,9.7,high,long,poor,high,moderate,0.0,0,0,0,11.083333333333334,low_sleep_quality
56,Male,Doctor,8.85,2,8.69,5.8,9.27,2,73,236,10.0,high,long,moderate,low,high,0.0,0,0,1,9.833333333333334,high_screen_time
34,Male,Software Engineer,9.64,5,8.85,3.9,10.0,1,43,204,8.26,high,long,poor,low,high,0.0,0,0,1,8.5,high_screen_low_sleep_quality
37,Female,Student,4.45,19,4.1,7.44,5.09,2,5,105,3.29,medium,short,moderate,low,moderate,2.9000000000000004,0,0,0,4.375,general_users
41,Female,Manager,8.52,3,5.28,4.36,10.0,2,18,225,7.7,high,short,poor,low,high,1.7199999999999998,1,0,1,9.375,high_screen_low_sleep_quality
39,Male,Software Engineer,1.47,100,8.61,6.33,6.01,1,11,264,5.84,medium,long,moderate,high,low,0.0,0,0,0,11.0,general_users
46,Female,Manager,5.33,52,4.24,8.07,3.95,2,26,34,4.37,low,short,good,medium,moderate,2.76,0,0,0,1.4166666666666667,general_users
39,Female,Teacher,4.31,102,5.82,8.62,3.3,3,32,242,2.99,low,short,good,high,moderate,1.1799999999999997,0,1,0,10.083333333333334,general_users
26,Female,Freelancer,2.84,70,7.26,8.36,2.61,3,89,289,1.65,low,ideal,good,high,low,0.0,0,0,0,12.041666666666666,general_users
54,Female,Designer,4.95,61,8.91,5.89,7.23,4,107,193,7.43,high,long,moderate,high,moderate,0.0,0,0,0,8.041666666666666,general_users
27,Other,Doctor,4.99,80,5.38,6.06,6.54,2,36,105,6.31,medium,short,moderate,high,moderate,1.62,0,1,0,4.375,general_users
53,Male,Teacher,8.28,37,7.82,5.75,8.31,3,87,115,8.67,high,ideal,moderate,medium,high,0.0,0,0,1,4.791666666666667,high_screen_time
54,Female,Teacher,8.82,35,7.3,5.75,10.0,4,57,197,8.49,high,ideal,moderate,medium,high,0.0,0,0,1,8.208333333333334,high_screen_time
45,Female,Student,6.91,33,7.07,6.0,8.69,0,30,297,8.66,high,ideal,moderate,medium,moderate,0.0,0,0,0,12.375,general_users
45,Male,Student,6.7,5,7.71,7.39,5.91,2,46,213,6.36,medium,ideal,moderate,low,moderate,0.0,0,0,0,8.875,general_users
59,Male,Researcher,1.99,102,5.27,7.49,2.99,2,65,71,3.27,low,short,moderate,high,low,1.7300000000000004,0,1,0,2.9583333333333335,general_users
38,Female,Manager,6.18,65,5.69,4.93,7.62,1,85,28,7.55,high,short,poor,high,moderate,1.3099999999999996,1,1,0,1.1666666666666667,low_sleep_quality
41,Female,Manager,3.47,17,6.8,8.44,2.06,4,118,77,1.75,low,ideal,good,low,low,0.20000000000000018,0,0,0,3.2083333333333335,general_users
59,Male,Doctor,3.65,105,6.19,7.59,2.77,0,81,41,2.73,low,ideal,good,high,low,0.8099999999999996,0,0,0,1.7083333333333333,general_users
57,Male,Doctor,1.85,26,7.61,9.02,1.0,3,19,37,1.79,low,ideal,good,low,low,0.0,0,0,0,1.5416666666666667,general_users
19,Female,Researcher,6.72,38,8.0,5.14,8.05,4,104,201,8.45,high,ideal,moderate,medium,moderate,0.0,0,0,0,8.375,general_users
25,Male,Designer,6.25,104,6.64,5.26,8.72,1,81,235,8.31,high,ideal,moderate,high,moderate,0.3600000000000003,0,0,0,9.791666666666666,general_users
44,Female,Software Engineer,2.98,50,5.97,7.04,4.24,4,28,123,3.7,medium,short,moderate,medium,low,1.0300000000000002,0,0,0,5.125,general_users
39,Male,Doctor,3.37,18,8.56,7.0,5.22,2,115,280,5.75,medium,long,moderate,low,low,0.0,0,0,0,11.666666666666666,general_users
54,Male,Doctor,7.96,95,7.75,3.42,10.0,2,112,161,9.79,high,ideal,poor,high,high,0.0,0,0,1,6.708333333333333,high_screen_low_sleep_quality
44,Male,Manager,8.14,87,7.37,3.68,10.0,3,24,222,10.0,high,ideal,poor,high,high,0.0,0,0,1,9.25,high_screen_low_sleep_quality
46,Male,Software Engineer,5.44,33,4.29,7.03,5.94,2,74,277,5.8,medium,short,moderate,medium,moderate,2.71,0,0,0,11.541666666666666,general_users
20,Male,Designer,2.34,88,6.64,8.79,3.09,3,99,29,2.27,low,ideal,good,high,low,0.3600000000000003,0,0,0,1.2083333333333333,general_users
30,Female,Freelancer,1.5,118,4.61,8.24,3.52,2,11,216,4.58,low,short,good,high,low,2.3899999999999997,0,1,0,9.0,general_users
27,Female,Freelancer,3.44,23,7.3,8.31,2.81,4,7,250,3.73,low,ideal,good,low,low,0.0,0,0,0,10.416666666666666,general_users
53,Male,Student,7.58,24,5.5,6.68,6.66,3,91,54,6.56,medium,short,moderate,low,high,1.5,0,0,0,2.25,high_screen_time
26,Female,Designer,6.41,75,7.69,6.84,6.53,4,62,216,6.86,medium,ideal,moderate,high,moderate,0.0,0,0,0,9.0,general_users
44,Female,Software Engineer,7.46,93,7.89,5.99,8.8,0,66,263,10.0,high,ideal,moderate,high,high,0.0,0,0,1,10.958333333333334,high_screen_time
51,Male,Student,5.25,114,5.5,5.4,6.76,4,96,145,7.1,medium,short,moderate,high,moderate,1.5,0,1,0,6.041666666666667,general_users
18,Male,Student,7.79,69,8.88,4.4,10.0,0,60,109,9.94,high,long,poor,high,high,0.0,0,0,1,4.541666666666667,high_screen_low_sleep_quality
49,Male,Researcher,5.33,29,6.58,8.82,5.9,1,103,101,6.64,medium,ideal,good,low,moderate,0.41999999999999993,0,0,0,4.208333333333333,general_users
42,Other,Student,1.76,119,5.09,7.75,4.18,4,74,113,4.33,medium,short,good,high,low,1.9100000000000001,0,1,0,4.708333333333333,general_users
46,Female,Designer,1.72,96,7.88,8.55,1.0,2,83,233,1.0,low,ideal,good,high,low,0.0,0,0,0,9.708333333333334,general_users
24,Male,Researcher,8.48,78,7.8,3.28,10.0,2,93,200,10.0,high,ideal,poor,high,high,0.0,0,0,1,8.333333333333334,high_screen_low_sleep_quality
20,Female,Manager,6.67,92,6.07,6.68,7.27,4,27,122,6.62,high,ideal,moderate,high,moderate,0.9299999999999997,0,0,0,5.083333333333333,general_users
37,Male,Software Engineer,3.51,53,7.29,6.61,6.26,4,115,78,7.34,medium,ideal,moderate,medium,low,0.0,0,0,0,3.25,general_users
37,Male,Designer,7.81,114,4.11,3.62,10.0,0,95,140,9.84,high,short,poor,high,high,2.8899999999999997,1,1,1,5.833333333333333,high_screen_low_sleep_quality
47,Male,Designer,2.22,77,5.46,6.68,4.44,2,14,214,2.31,medium,short,moderate,high,low,1.54,0,1,0,8.916666666666666,general_users
52,Female,Teacher,6.81,119,8.41,4.55,10.0,1,55,118,10.0,high,long,poor,high,moderate,0.0,0,0,0,4.916666666666667,low_sleep_quality
52,Male,Doctor,9.91,24,5.16,4.72,10.0,1,79,141,10.0,high,short,poor,low,high,1.8399999999999999,1,0,1,5.875,high_screen_low_sleep_quality
56,Female,Freelancer,2.35,108,8.53,6.84,4.94,4,4,118,6.71,medium,long,moderate,high,low,0.0,0,0,0,4.916666666666667,general_users
44,Male,Designer,2.28,4,6.9,8.83,1.77,0,61,85,1.0,low,ideal,good,low,low,0.09999999999999964,0,0,0,3.5416666666666665,general_users
43,Male,Teacher,5.21,1,8.51,6.28,7.04,3,3,153,7.18,high,long,moderate,low,moderate,0.0,0,0,0,6.375,general_users
31,Other,Freelancer,6.78,110,4.65,5.43,10.0,2,26,252,9.07,high,short,moderate,high,moderate,2.3499999999999996,0,1,0,10.5,general_users
34,Female,Manager,1.24,79,6.32,10.0,1.28,2,3,116,1.0,low,ideal,good,high,low,0.6799999999999997,0,0,0,4.833333333333333,general_users
35,Female,Researcher,5.5,102,5.48,4.81,7.21,1,63,267,4.77,high,short,poor,high,moderate,1.5199999999999996,1,1,0,11.125,low_sleep_quality
46,Female,Manager,1.75,62,8.43,7.26,4.15,1,80,247,3.65,medium,long,moderate,high,low,0.0,0,0,0,10.291666666666666,general_users
37,Female,Software Engineer,3.17,53,5.71,7.33,5.66,1,13,247,5.49,medium,short,moderate,medium,low,1.29,0,0,0,10.291666666666666,general_users
44,Male,Teacher,7.41,37,6.94,5.42,10.0,4,0,75,10.0,high,ideal,moderate,medium,high,0.05999999999999961,0,0,1,3.125,high_screen_time
35,Male,Researcher,7.65,16,8.14,4.72,9.04,3,72,202,10.0,high,long,poor,low,high,0.0,0,0,1,8.416666666666666,high_screen_low_sleep_quality
